13348.6007023	750	4.0	4.85273587243752	450283	4852.73587244	-11.991986688809646
13350.3616239	300	6.239078433070638	0.0	155580	1760.92156693	-0.9162907318741551
13353.2944773	300	7.306225012431276	0.0	139857	2932.85342064	0.0
13356.4222095	300	8.178492806138948	0.0	155432	3127.73220629	0.0
13359.4329646	300	9.167737668938164	0.0	163442	3010.7551372	0.0
13360.7075325	300	11.89316981824865	0.0	126289	1274.56785069	0.0
13361.8089689	300	14.791733390780164	0.0	153295	1101.43642747	0.0
13363.0589229	300	17.541779367305146	0.0	173849	1249.95402348	0.0
13364.3325889	300	20.26811344224785	0.0	150710	1273.66592506	0.0
13365.6172636	300	22.983438675423216	0.0	139105	1284.67476682	0.0
13367.6996224	750	24.901079918786362	0.0	353220	2082.35875664	0.0
13372.6327228	1850	23.967979445341538	0.0	917428	4933.10047344	0.9162907318741551
13377.6413884	1200	22.95931387807182	0.0	624282	5008.66556727	0.9534302788236118
13381.7385004	750	22.86220189406283	0.0	434409	4097.11198401	0.44628710262841964
13383.9271812	750	24.673521054544064	0.0	337059	2188.68083952	0.9162907318741551
13387.0272506	1200	25.573451684988505	0.0	587876	3100.06936956	0.9162907318741551
13395.3070937	1850	21.293608595186303	0.0	966699	8279.8430898	1.3862943611198906
13396.1548631	300	24.44583917535846	0.0	150616	847.769419828	-1.8191584434161694
13399.5320644	1200	25.068637926897946	0.0	639204	3377.20124846	0.0
13404.110342	1850	24.490360315991342	0.0	923755	4578.27761091	1.3862943611198906
13407.1159245	1200	25.48477776702467	0.0	601738	3005.58254897	0.9534302788236118
13412.9428607	1850	23.657841640822685	0.0	955231	5826.9361262	1.3862943611198906
13416.1315071	1200	24.469195219757722	0.0	656471	3188.64642106	0.9534302788236118
13419.3414132	1200	25.259289062696137	0.0	536667	3209.90615706	1.3862943611198906
13432.0848817	1850	16.515820560816966	0.0	897976	12743.4685019	1.3862943611198906
13434.180934	300	18.419768314632382	0.0	153938	2096.05224618	-1.8191584434161694
13435.5834454	300	21.017256853031764	0.0	181901	1402.5114616	0.0
13436.3958486	300	24.204853653104134	0.0	111155	812.403199928	0.0
13440.8603338	1200	23.740368505361758	0.0	622896	4464.48514774	0.0
13444.3567595	1200	24.24394276127649	0.0	641447	3496.42574409	1.3862943611198906
13447.459093	1200	25.141609247162798	0.0	570392	3102.33351411	1.3862943611198906
13456.2371127	1850	20.36358958218846	0.0	954453	8778.01966497	1.3862943611198906
13457.2023597	300	23.398342572974173	0.0	143881	965.247009214	-1.8191584434161694
13460.6223905	1200	23.978311836443606	0.0	670129	3420.03073653	0.0
13467.2612499	1200	21.339452431544668	0.0	690253	6638.8594049	1.3862943611198906
13468.3648988	300	24.235803521745787	0.0	159914	1103.6489098	-1.3862943611198906
13470.8240841	1200	25.776618155787816	0.0	487812	2459.18536596	0.0
13475.8428291	1850	24.757873237421503	0.0	938587	5018.74491837	1.3862943611198906
13478.8708991	1200	25.729803182076243	0.0	605884	3028.07005535	0.9534302788236118
13484.8376656	1850	23.763036705412695	0.0	930577	5966.76647666	1.3862943611198906
13487.1727783	1200	25.427924022505138	0.0	566904	2335.11268291	0.9534302788236118
13492.4609711	1850	24.139731236432837	0.0	1025005	5288.19278607	1.3862943611198906
13499.2363096	1200	21.364392707075123	0.0	599477	6775.33852936	0.9534302788236118
13502.8311918	300	21.76951051585688	0.0	172312	3594.88219122	-1.3862943611198906
13508.6036029	750	19.997099398683705	0.0	398987	5772.41111717	0.0
13509.7168398	300	22.883862481095882	0.0	160064	1113.23691759	-0.9162907318741551
13512.3218656	750	24.278836724723575	0.0	331053	2605.02575637	0.0
13515.7316198	1200	24.869082529833264	0.0	550906	3409.75419489	0.9162907318741551

